rastr,ra,decstr,dec,glat,glon,elat,elon,ra_reflink,sy_dist,sy_disterr1,sy_disterr2
18h49m45.39s,282.4391402,+43d44m03.94s,43.7344291,18.65971,73.23628,66.19696,292.67925,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2334.9300000,179.8750000,-179.8750000
18h49m45.39s,282.4391402,+43d44m03.94s,43.7344291,18.65971,73.23628,66.19696,292.67925,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2334.9300000,179.8750000,-179.8750000
19h22m20.83s,290.5867992,+51d41m44.78s,51.6957731,16.47821,83.10163,71.95032,314.70260,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1519.2500000,53.8900000,-50.3800000
19h06m20.50s,286.5854116,+46d52m15.20s,46.8708877,17.05235,77.40578,68.46858,302.12088,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,484.8910000,7.9960000,-7.9960000
19h49m55.81s,297.4825612,+40d40m50.67s,40.6807412,7.28696,75.22066,59.95917,314.35207,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1246.4300000,40.9200000,-38.4300000
19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,14.48974,68.98012,60.48056,295.27536,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,628.2570000,6.7435000,-6.7435000
19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,14.48974,68.98012,60.48056,295.27536,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,628.2570000,6.7435000,-6.7435000
19h02m17.76s,285.5739904,+38d24m02.95s,38.4008192,14.48974,68.98012,60.48056,295.27536,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,628.2570000,6.7435000,-6.7435000
18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,19.25567,79.26947,71.22769,300.32939,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,848.2540000,10.8185000,-10.8185000
19h44m42.55s,296.1772720,+46d59m56.27s,46.9989635,11.16647,80.36296,66.12859,318.02743,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,487.5250000,5.1530000,-5.0480000
19h24m36.67s,291.1528056,+40d53m15.65s,40.8876814,11.62048,73.13666,61.76554,305.21578,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,253.8670000,1.5100000,-1.4920000
19h18m55.61s,289.7317067,+46d57m13.95s,46.9538750,15.10240,78.35018,67.83100,307.64227,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1165.3400000,48.6400000,-44.9700000
19h15m05.04s,288.7710137,+40d39m51.04s,40.6641771,13.15584,72.14102,62.07186,301.40957,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1369.2400000,38.0000000,-36.0400000
19h15m05.04s,288.7710137,+40d39m51.04s,40.6641771,13.15584,72.14102,62.07186,301.40957,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1369.2400000,38.0000000,-36.0400000
19h15m17.50s,288.8229001,+40d23m20.44s,40.3890100,13.00518,71.90119,61.79636,301.33090,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,978.1250000,18.8240000,-18.1390000
19h20m12.28s,290.0511468,+46d42m48.27s,46.7134077,14.80518,78.21427,67.52845,307.95428,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,529.2680000,4.0285000,-4.0285000
19h25m37.33s,291.4055614,+40d07m31.53s,40.1254254,11.11254,72.52469,60.98080,305.11882,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,757.7910000,9.7900000,-9.7900000
19h01m54.36s,285.4764959,+41d37m57.58s,41.6326615,15.81674,72.03420,63.64457,296.69623,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,352.0000000,15.6680000,-14.1290000
19h41m17.41s,295.3225434,+39d22m35.26s,39.3764624,8.09496,73.25789,59.31631,310.38317,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,290.8430000,1.9200000,-1.8960000
19h18m01.53s,289.5063796,+45d22m15.50s,45.3709728,14.60416,76.78743,66.39812,305.86583,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,309.5960000,2.1040000,-2.0770000
19h02m41.50s,285.6729033,+44d07m00.30s,44.1167513,16.62216,74.48612,66.01270,298.49006,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1294.6900000,40.7350000,-40.7350000
19h44m11.35s,296.0472937,+42d44m34.59s,42.7429414,9.22798,76.51187,62.27162,313.87624,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,400.2890000,4.9540000,-4.8360000
19h54m21.41s,298.5891948,+40d45m02.49s,40.7506921,6.59625,75.70520,59.71201,315.95333,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,556.1680000,8.1300000,-7.9030000
19h52m26.68s,298.1111779,+41d45m29.97s,41.7583240,7.41391,76.40024,60.78057,316.05664,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2004.7200000,113.6700000,-102.2800000
19h50m19.93s,297.5830564,+41d57m08.47s,41.9523531,7.85166,76.37255,61.11034,315.46114,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,991.6180000,34.0820000,-31.9260000
19h50m19.93s,297.5830564,+41d57m08.47s,41.9523531,7.85166,76.37255,61.11034,315.46114,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,991.6180000,34.0820000,-31.9260000
19h21m38.90s,290.4120774,+44d53m57.56s,44.8993227,13.82764,76.61586,65.73982,306.96092,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,753.7230000,8.9660000,-8.9660000
19h22m22.11s,290.5921293,+45d44m13.99s,45.7372184,14.06204,77.45493,66.48299,307.96653,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,849.0360000,9.9200000,-9.6980000
19h23m56.01s,290.9833818,+45d58m24.00s,45.9733334,13.91322,77.79338,66.60710,308.81704,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,830.7120000,16.6030000,-15.9750000
19h56m12.30s,299.0512562,+47d56m57.36s,47.9492677,9.92543,82.16423,66.09016,323.36754,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,3460.5100000,1507.5700000,-865.6000000
19h52m48.17s,298.2007268,+48d16m04.05s,48.2677925,10.57656,82.16182,66.64035,322.49887,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1025.0300000,32.4100000,-30.5230000
19h52m27.55s,298.1147862,+48d29m39.78s,48.4943834,10.73672,82.33495,66.86682,322.64470,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1119.8700000,38.4300000,-36.0000000
19h16m20.65s,289.0860607,+41d33m46.88s,41.5630224,13.31439,73.08205,62.86869,302.44188,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,477.9920000,5.4300000,-5.3120000
19h16m20.65s,289.0860607,+41d33m46.88s,41.5630224,13.31439,73.08205,62.86869,302.44188,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,477.9920000,5.4300000,-5.3120000
19h16m20.65s,289.0860607,+41d33m46.88s,41.5630224,13.31439,73.08205,62.86869,302.44188,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,477.9920000,5.4300000,-5.3120000
18h57m11.26s,284.2969363,+49d09m30.95s,49.1585983,19.29073,79.09161,71.11545,299.93141,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1001.6800000,26.3200000,-25.0370000
18h57m11.26s,284.2969363,+49d09m30.95s,49.1585983,19.29073,79.09161,71.11545,299.93141,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1001.6800000,26.3200000,-25.0370000
18h58m27.89s,284.6162253,+49d11m26.68s,49.1907438,19.10488,79.19783,71.08205,300.57518,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,934.4900000,17.7865000,-17.7865000
18h58m55.59s,284.7316084,+49d31m59.34s,49.5331490,19.14950,79.56585,71.38369,301.13038,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,536.3230000,3.8575000,-3.8575000
19h36m41.06s,294.1710831,+40d03m18.49s,40.0551372,9.19640,73.43862,60.24981,309.16842,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1000.2800000,20.3000000,-19.5290000
19h22m40.44s,290.6685136,+40d23m51.75s,40.3977086,11.73741,72.52276,61.40753,304.17141,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1053.0400000,22.0900000,-21.2100000
19h20m25.57s,290.1065581,+40d29m26.25s,40.4906242,12.16325,72.41955,61.62069,303.37000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,611.1150000,15.2050000,-15.2050000
19h18m43.04s,289.6793396,+40d42m01.54s,40.7004265,12.54618,72.47195,61.91454,302.83980,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,921.3610000,30.2450000,-28.4130000
19h17m32.04s,289.3834807,+41d23m33.59s,41.3926651,13.04075,73.01880,62.64168,302.80561,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,831.6850000,12.9690000,-12.5840000
19h19m40.96s,289.9206760,+41d32m33.99s,41.5427758,12.73917,73.33267,62.66805,303.73912,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,508.8090000,7.1630000,-6.9700000
19h53m55.46s,298.4811022,+41d36m54.94s,41.6152603,7.10317,76.41534,60.54222,316.46468,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1311.2300000,35.4000000,-33.6200000
19h25m40.35s,291.4181275,+38d40m20.32s,38.6723124,10.45836,71.20378,59.58863,304.27443,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,95.9115000,0.2217000,-0.2206000
19h25m40.35s,291.4181275,+38d40m20.32s,38.6723124,10.45836,71.20378,59.58863,304.27443,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,95.9115000,0.2217000,-0.2206000
19h53m15.47s,298.3144494,+42d14m50.53s,42.2473698,7.52807,76.90346,61.17284,316.73437,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,848.3960000,11.6680000,-11.6680000
19h48m31.85s,297.1326937,+42d46m05.84s,42.7682885,8.54287,76.92475,61.99151,315.47337,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,490.0000000,53.4140000,-35.2070000
19h47m48.50s,296.9520797,+43d16m19.28s,43.2720233,8.90386,77.30447,62.50698,315.63225,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,465.6120000,4.2030000,-4.1290000
19h18m16.45s,289.5685257,+43d32m18.76s,43.5385438,13.81149,75.08255,64.64859,304.54547,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1017.2000000,29.3700000,-27.7870000
19h21m09.23s,290.2884494,+43d45m18.94s,43.7552623,13.42851,75.50887,64.68906,305.86083,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,608.7380000,8.9950000,-8.7410000
19h40m05.21s,295.0217193,+46d37m09.12s,46.6192011,11.69055,79.64512,66.12062,315.85981,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,471.7820000,4.0850000,-4.0850000
19h34m18.67s,293.5777958,+46d44m10.66s,46.7362953,12.62740,79.29455,66.63216,313.72243,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,823.3990000,,
19h36m40.52s,294.1688142,+46d42m52.62s,46.7146161,12.25527,79.46009,66.44850,314.63118,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1571.4600000,61.0550000,-61.0550000
19h36m40.52s,294.1688142,+46d42m52.62s,46.7146161,12.25527,79.46009,66.44850,314.63118,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1571.4600000,61.0550000,-61.0550000
19h39m09.37s,294.7890593,+46d59m02.17s,46.9839352,11.99897,79.90214,66.51854,315.87818,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1182.0500000,,
19h35m27.75s,293.8656181,+47d01m36.53s,47.0268148,12.58043,79.65084,66.81812,314.47541,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2093.6200000,147.3700000,-147.3700000
18h44m46.74s,281.1947316,+47d29m50.14s,47.4972606,20.71013,76.71253,70.05893,292.61499,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,191.9040000,0.8210000,-0.8140000
18h44m46.74s,281.1947316,+47d29m50.14s,47.4972606,20.71013,76.71253,70.05893,292.61499,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,191.9040000,0.8210000,-0.8140000
19h36m57.91s,294.2413053,+47d16m33.47s,47.2759642,12.46341,79.99619,66.93955,315.32998,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1260.7800000,59.0100000,-59.0100000
19h37m18.30s,294.3262617,+47d13m03.17s,47.2175461,12.38563,79.96930,66.86240,315.40150,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1088.3600000,38.3450000,-38.3450000
19h39m49.22s,294.9550809,+44d08m59.83s,44.1499518,10.59114,77.39112,63.87401,313.43052,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,216.3540000,0.6530000,-0.6490000
18h57m05.74s,284.2739322,+41d32m05.93s,41.5349809,16.61311,71.58697,63.75684,294.66981,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2300.5300000,170.0900000,-148.6900000
19h34m24.31s,293.6012911,+42d22m47.25s,42.3797910,10.65054,75.33060,62.58293,309.96261,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1349.4300000,56.1250000,-56.1250000
19h25m04.74s,291.2697354,+42d05m45.71s,42.0960305,12.06911,74.28654,62.88723,306.20169,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1651.2500000,103.1100000,-91.8700000
20h03m43.09s,300.9295551,+44d01m43.22s,44.0286710,6.80177,79.43033,62.00594,321.93539,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1137.2900000,29.8300000,-28.3700000
19h37m28.02s,294.3667312,+42d15m09.51s,42.2526408,10.08954,75.48070,62.26610,311.01236,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1730.7800000,99.2600000,-89.2200000
19h33m12.07s,293.3002774,+41d31m23.97s,41.5233244,10.45904,74.45145,61.85342,308.88666,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,868.0170000,15.0325000,-15.0325000
19h54m25.90s,298.6079128,+46d27m13.18s,46.4536600,9.44424,80.69553,64.90362,321.05062,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,486.1050000,5.3870000,-5.3870000
19h54m25.90s,298.6079128,+46d27m13.18s,46.4536600,9.44424,80.69553,64.90362,321.05062,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,486.1050000,5.3870000,-5.3870000
18h57m55.78s,284.4824281,+44d23m52.41s,44.3978910,17.51848,74.43259,66.50351,296.62277,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,445.6560000,5.7830000,-5.6400000
19h11m49.58s,287.9565768,+41d07m49.02s,41.1302834,13.90881,72.31699,62.68702,300.40284,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2161.6000000,199.4900000,-169.1900000
19h10m57.02s,287.7375794,+38d06m52.74s,38.1146488,12.82100,69.42083,59.81292,298.47026,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,382.5090000,3.4670000,-3.4060000
19h01m29.25s,285.3718781,+41d59m37.93s,41.9938697,16.02646,72.35059,64.01394,296.71718,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1304.2500000,42.8200000,-40.2300000
19h15m53.19s,288.9716297,+44d37m28.72s,44.6246451,14.64718,75.92390,65.81435,304.38603,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,258.8930000,,
19h15m53.19s,288.9716297,+44d37m28.72s,44.6246451,14.64718,75.92390,65.81435,304.38603,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,258.8930000,,
19h43m26.26s,295.8594318,+47d56m22.56s,47.9396001,11.79563,81.10942,67.06796,318.58227,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,215.8140000,1.1480000,-1.1350000
19h13m53.16s,288.4714969,+40d16m11.34s,40.2698157,13.19907,71.67536,61.75360,300.71755,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,550.3830000,6.7950000,-6.6350000
19h30m07.40s,292.5308289,+49d03m41.96s,49.0616555,14.26979,81.13457,69.03961,314.57793,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,544.9390000,4.2920000,-4.2260000
19h20m37.53s,290.1563633,+48d49m08.30s,48.8189710,15.59047,80.24006,69.45536,310.27970,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,824.6880000,20.2220000,-20.2220000
19h09m01.60s,287.2566578,+46d04m00.21s,46.0667247,16.32186,76.80898,67.56086,302.63098,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,449.7730000,2.8855000,-2.8855000
19h28m41.08s,292.1711850,+40d48m40.99s,40.8113849,10.89592,73.41447,61.45508,306.70725,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,807.7290000,14.0990000,-13.6310000
19h48m16.76s,297.0698263,+40d31m30.73s,40.5252039,7.48242,74.92809,59.92836,313.65242,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,122.8810000,0.4040000,-0.4010000
18h45m49.73s,281.4572217,+46d44m47.59s,46.7465538,20.30579,76.01081,69.28729,292.63379,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,284.9160000,1.6000000,-1.6000000
18h48m08.52s,282.0354942,+43d37m52.50s,43.6312491,18.89889,73.02863,66.15699,291.92301,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,574.3140000,5.8160000,-5.7020000
19h41m15.17s,295.3131906,+46d14m15.01s,46.2375024,11.33630,79.39397,65.68999,315.92026,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,411.4860000,2.3000000,-2.3000000
19h47m00.71s,296.7529742,+45d02m27.98s,45.0411049,9.88428,78.80407,64.18505,316.92142,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,771.4940000,12.8010000,-12.3970000
