rastr,ra,decstr,dec,glat,glon,elat,elon,ra_reflink,sy_dist,sy_disterr1,sy_disterr2
18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,0.66631,25.15299,16.55509,279.01767,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1176.1200000,57.1700000,-52.1900000
06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,-4.18491,210.81910,-23.21880,98.89441,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,764.8890000,27.6140000,-25.7840000
06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,-5.26125,210.42057,-23.42296,97.66499,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,790.6630000,26.7370000,-25.0710000
19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,-7.29102,38.26267,23.04390,293.76505,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,213.2830000,2.4850000,-2.4300000
06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,-4.46860,210.38123,-22.98779,98.39095,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,844.0610000,24.1710000,-22.8830000
06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,-4.46860,210.38123,-22.98779,98.39095,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,844.0610000,24.1710000,-22.8830000
06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,-1.74447,212.37415,-23.27744,102.04590,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1398.8341969,286.4501849,-286.4501849
18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,4.77500,37.48307,29.20889,282.17043,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,627.1580000,11.1870000,-10.8080000
18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,4.71959,35.41749,27.42413,281.00355,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1060.9700000,45.4700000,-41.9400000
06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,-2.52763,215.81744,-26.60850,103.33092,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,591.5550000,16.0430000,-15.2320000
06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,-2.52763,215.81744,-26.60850,103.33092,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,591.5550000,16.0430000,-15.2320000
18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,4.94113,37.73014,29.50564,282.15248,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1103.4800000,44.2800000,-41.0500000
18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,5.92600,37.74453,30.03087,281.19643,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1045.1800000,,
18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,6.39649,35.89455,28.69350,279.64636,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1010.2800000,69.2600000,-61.0360000
18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,6.24131,36.01305,28.71575,279.87089,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,766.1830000,14.6850000,-14.1520000
18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,6.45872,36.92336,29.60462,280.18597,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,806.5070000,44.0270000,-39.7600000
19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,-8.12065,37.26302,21.75377,293.84289,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,768.7710000,30.7910000,-28.5450000
18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,7.77355,36.66096,30.04524,278.72682,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1032.2300000,48.5700000,-44.4670000
06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,-9.16321,213.22491,-27.77069,95.43379,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2005.7600000,169.7900000,-145.7100000
19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,-7.00809,33.40059,19.30125,290.48960,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1123.2100000,55.9000000,-50.9200000
18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,7.79576,37.04172,30.38285,278.92331,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,925.9580000,27.7960000,-26.2470000
06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,-0.89847,213.22759,-23.54991,103.32114,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,726.4120000,15.1810000,-14.5820000
06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,-1.03620,211.48472,-22.14821,102.18381,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,882.4720000,25.6200000,-25.6200000
18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,4.61580,38.06304,29.61659,282.67121,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,645.2940000,12.4530000,-11.9970000
06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,159.9060000,0.9170000,-0.9060000
06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,159.9060000,0.9170000,-0.9060000
06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,159.9060000,0.9170000,-0.9060000
19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,-7.10426,38.21286,23.11609,293.57414,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,322.0370000,2.7140000,-2.7140000
18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,4.66217,37.52335,29.18378,282.30070,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,412.9800000,4.7250000,-4.6220000
06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,1.86373,203.48237,-13.81584,100.36401,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,576.6830000,10.4360000,-10.4360000
13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,70.27803,104.28761,49.28848,175.94362,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,30.5225000,0.0284000,-0.0285000
08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,-6.82669,265.61638,-64.88262,154.10966,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20.7700000,0.0800000,-0.0800000
04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,-14.93888,171.89958,4.67616,69.84359,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,134.8460000,1.2820000,-1.2580000
05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,-19.05301,215.35863,-34.02682,86.17602,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,62.5388000,0.1782000,-0.1773000
05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,-19.05301,215.35863,-34.02682,86.17602,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,62.5388000,0.1782000,-0.1773000
05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,-19.05301,215.35863,-34.02682,86.17602,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,62.5388000,0.1782000,-0.1773000
05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,-19.05301,215.35863,-34.02682,86.17602,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,62.5388000,0.1782000,-0.1773000
01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,-75.53420,246.92255,-42.07502,9.55081,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,137.9400000,0.6810000,-0.6750000
06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648,-29.14463,283.20965,-84.02157,265.30883,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,45.2300000,1.6000000,-1.7200000
19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,14.58774,83.46183,70.67254,319.18331,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,25.3284000,0.0382000,-0.0380000
11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,66.45634,230.89636,12.28550,163.07413,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,305.6840000,33.5540000,-27.6040000
23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,-46.63356,312.10146,-57.68720,311.43551,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.0622000,0.0693000,-0.0691000
11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,51.24569,264.99528,-8.32309,172.84294,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,134.0000000,45.8000000,-39.8000000
11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,56.94662,278.31843,-3.22646,181.07597,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,159.2590000,1.4140000,-1.3900000
12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,61.20318,285.58634,1.32290,184.43869,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,706.3910000,16.7900000,-16.7900000
11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,54.82399,258.19387,-3.92857,169.63431,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,253.0260000,1.6640000,-1.6640000
12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,63.35883,282.19917,3.28517,182.62760,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,232.1000000,2.7060000,-2.6460000
12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,64.09010,285.15815,4.15639,183.85124,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,476.8820000,9.6920000,-9.3210000
11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,61.77713,262.91176,2.23585,173.68916,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,334.9670000,4.1785000,-4.1785000
11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,61.14782,260.88050,1.83241,172.60462,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,577.6000000,33.2000000,-29.8000000
11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,59.32248,252.27127,1.34727,167.98527,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,257.4430000,3.2390000,-3.2390000
11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,63.11979,261.10589,3.72695,173.16246,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,436.4880000,8.1780010,-7.8880000
22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,-51.71337,40.91076,-4.90552,329.19967,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,243.9350000,4.2390000,-4.0990000
22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,-49.18710,42.94366,-2.20455,328.32570,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,369.8880000,4.9900000,-4.8600000
22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,-49.18710,42.94366,-2.20455,328.32570,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,369.8880000,4.9900000,-4.8600000
22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,-49.18710,42.94366,-2.20455,328.32570,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,369.8880000,4.9900000,-4.8600000
22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,-57.69594,50.70238,-5.52299,337.42909,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,161.3650000,1.7930000,-1.7930000
22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,-54.37586,48.06541,-3.90104,334.16870,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,451.7690000,13.9760000,-13.1760000
22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,-54.37586,48.06541,-3.90104,334.16870,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,451.7690000,13.9760000,-13.1760000
22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,-50.28505,51.97463,0.78076,333.45652,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,109.8880000,1.0800000,-1.0800000
22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,-51.54478,56.17023,1.30362,336.33924,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,314.3500000,2.9360000,-2.8820000
22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,-51.54478,56.17023,1.30362,336.33924,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,314.3500000,2.9360000,-2.8820000
08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,32.03739,208.28299,-0.60769,128.15245,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,186.1970000,1.3645000,-1.3645000
09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,38.12775,208.78206,2.68664,133.29271,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,181.6900000,1.2950000,-1.2770000
13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,43.14733,321.81920,-5.98289,211.52980,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,418.3950000,7.3530000,-7.1070000
13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,43.14733,321.81920,-5.98289,211.52980,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,418.3950000,7.3530000,-7.1070000
13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,47.50561,316.58254,-4.65298,205.96045,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,611.8040000,10.2850000,-9.9560000
13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749,49.05579,317.34866,-3.08631,205.50278,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,283.2900000,2.0430000,-2.0150000
13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,50.09504,322.41694,-0.29021,207.51816,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,320.0700000,6.3920000,-6.1520000
13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,50.09504,322.41694,-0.29021,207.51816,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,320.0700000,6.3920000,-6.1520000
14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,49.04154,330.23401,2.28803,212.00671,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,561.9290000,8.9130000,-8.6440000
14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,49.04154,330.23401,2.28803,212.00671,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,561.9290000,8.9130000,-8.6440000
13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,53.83847,322.27085,2.57910,205.11153,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,336.2500000,4.7430000,-4.6150000
13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,53.83847,322.27085,2.57910,205.11153,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,336.2500000,4.7430000,-4.6150000
01h07m02.76s,16.7615005,+06d35m19.67s,6.5887980,-56.07199,129.88845,-0.49746,17.96483,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,624.5120000,14.9470000,-14.9470000
00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,-54.87207,123.91754,2.06947,15.45550,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,496.2890000,7.9020000,-7.6630000
00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,-52.07644,123.28442,4.78443,16.22269,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,244.5900000,3.0440000,-2.9720000
00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,-52.07644,123.28442,4.78443,16.22269,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,244.5900000,3.0440000,-2.9720000
12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247,57.47166,296.84098,-1.03008,190.85338,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,150.1240000,1.7990000,-1.7580000
12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214,60.81426,289.77763,1.28515,186.50682,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,121.9710000,0.8790000,-0.8660000
05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,-12.64088,186.97531,-6.74975,79.29037,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,372.6320000,19.4560000,-17.6440000
10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484,55.10278,232.28858,2.93750,156.52699,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,551.8860000,12.7520000,-12.7520000
15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,34.30816,345.11043,1.15614,230.36326,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,321.2960000,4.1890000,-4.0850000
15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,34.30816,345.11043,1.15614,230.36326,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,321.2960000,4.1890000,-4.0850000
15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,34.30816,345.11043,1.15614,230.36326,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,321.2960000,4.1890000,-4.0850000
04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711,-16.96130,172.11406,3.41328,68.24265,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,133.4950466,22.9649891,-22.9649891
10h04m21.23s,151.0884754,+50d23m10.25s,50.3861806,50.75922,165.11109,35.74460,133.44304,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21.7912000,0.0185500,-0.0185500
21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,10.16235,106.14833,68.34109,26.91465,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.0090000,0.0104000,-0.0103000
21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480,10.16235,106.14833,68.34109,26.91465,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16.0090000,0.0104000,-0.0103000
08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,37.03563,206.06509,3.79417,131.14413,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.9276000,0.0451000,-0.0450000
00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,-67.73033,92.44529,-7.58666,358.51455,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.8486700,0.0030300,-0.0030400
